client_id,client_tenure_in_years,client_age,gender,number_of_accounts,balance,calls_per_year,logons_per_year,experiment_group,dummy,tenure_group,age_group,balance_group
3308211,15,62.5,M,2,127516.87,12,18,Control,1,10-20 years,61-80 years,0 - 200k
8490834,25,63.5,M,2,147290.3,0,8,Test,1,20-30 years,61-80 years,0 - 200k
744911,22,66.0,M,3,1342740.69,4,10,Test,1,20-30 years,61-80 years,"800,001+"
7049913,20,26.0,M,2,37894.0,2,8,Control,1,20-30 years,21-40 years,0 - 200k
3925181,20,40.5,F,3,68896.12,8,14,Control,1,20-30 years,41-60 years,0 - 200k
9215181,19,65.0,U,2,700383.7300000001,4,10,Test,1,10-20 years,61-80 years,"600,001 - 800k"
7928340,19,49.5,M,2,170182.99,10,16,Control,1,10-20 years,41-60 years,0 - 200k
9944156,18,31.0,M,2,51100.009999999995,2,8,Control,1,10-20 years,21-40 years,0 - 200k
6496293,17,43.0,F,2,125599.55,6,12,Test,1,10-20 years,41-60 years,0 - 200k
9452903,18,43.0,F,2,138404.52000000002,0,6,Test,1,10-20 years,41-60 years,0 - 200k
7560071,14,27.5,M,2,27598.589999999997,12,18,Test,1,10-20 years,21-40 years,0 - 200k
4337125,16,39.5,M,2,404441.28,12,18,Test,1,10-20 years,21-40 years,"400,001 - 600k"
4428832,9,32.5,M,2,133080.76,12,18,Test,1,0-10 years,21-40 years,0 - 200k
467103,32,62.5,M,3,727425.51,2,8,Test,1,30-40 years,61-80 years,"600,001 - 800k"
3798807,5,26.5,U,2,30776.23,4,10,Control,1,0-10 years,21-40 years,0 - 200k
2166417,6,58.5,U,3,361674.19,0,6,Test,1,0-10 years,41-60 years,"200,001 - 400k"
3179109,11,39.0,M,2,47957.56,6,12,Test,1,10-20 years,21-40 years,0 - 200k
8343240,26,64.5,F,2,333928.92,2,8,Test,1,20-30 years,61-80 years,"200,001 - 400k"
8417772,14,38.0,M,2,36262.05,4,10,Control,1,10-20 years,21-40 years,0 - 200k
4646520,5,56.0,U,2,58981.509999999995,8,14,Test,1,0-10 years,41-60 years,0 - 200k
807085,8,54.5,M,3,253550.79,12,18,Control,1,0-10 years,41-60 years,"200,001 - 400k"
9542949,6,44.5,U,2,96289.34,6,12,Control,1,0-10 years,41-60 years,0 - 200k
8899589,16,84.0,F,2,60227.11,0,6,Control,1,10-20 years,80+ years,0 - 200k
8980150,7,54.0,F,2,62528.31,6,12,Control,1,0-10 years,41-60 years,0 - 200k
1081002,23,39.5,F,3,230011.46999999997,4,10,Test,1,20-30 years,21-40 years,"200,001 - 400k"
4503213,26,69.5,F,3,1546643.8299999998,6,12,Test,1,20-30 years,61-80 years,"800,001+"
6429939,5,65.5,M,2,121063.24,10,16,Test,1,0-10 years,61-80 years,0 - 200k
4414112,2,55.5,U,3,100004.11,10,16,Control,1,0-10 years,41-60 years,0 - 200k
5995279,10,56.0,F,2,24382.58,10,16,Test,1,10-20 years,41-60 years,0 - 200k
3605411,20,30.5,F,2,38604.86,6,12,Control,1,20-30 years,21-40 years,0 - 200k
5706935,5,19.5,U,2,27231.4,2,8,Test,1,0-10 years,0-20 years,0 - 200k
7213738,15,38.5,F,2,60350.1,2,8,Control,1,10-20 years,21-40 years,0 - 200k
8961128,5,48.5,U,2,52171.46,10,16,Control,1,0-10 years,41-60 years,0 - 200k
8234524,6,25.5,U,2,40905.58,6,12,Control,1,0-10 years,21-40 years,0 - 200k
7164954,5,26.5,U,2,35251.85,4,10,Test,1,0-10 years,21-40 years,0 - 200k
126524,19,51.5,M,3,556338.91,12,18,Test,1,10-20 years,41-60 years,"400,001 - 600k"
8502914,6,63.5,U,2,269038.15,0,6,Test,1,0-10 years,61-80 years,"200,001 - 400k"
3817959,5,23.0,U,2,25582.679999999997,4,10,Control,1,0-10 years,21-40 years,0 - 200k
6589853,6,17.5,M,2,29692.3,2,8,Test,1,0-10 years,0-20 years,0 - 200k
5777276,5,35.0,U,4,244199.79,4,10,Test,1,0-10 years,21-40 years,"200,001 - 400k"
3971071,7,43.0,U,2,32731.379999999997,6,12,Control,1,0-10 years,41-60 years,0 - 200k
6228082,15,36.0,M,2,109237.56,8,16,Test,1,10-20 years,21-40 years,0 - 200k
2986368,16,61.0,F,3,55070.55,4,10,Test,1,10-20 years,61-80 years,0 - 200k
1692418,14,66.5,F,2,46416.46,0,6,Test,1,10-20 years,61-80 years,0 - 200k
593238,20,56.5,M,2,28854.269999999997,12,18,Test,1,20-30 years,41-60 years,0 - 200k
9855544,18,82.0,M,2,105183.0,10,16,Test,1,10-20 years,80+ years,0 - 200k
5162202,18,72.5,F,2,100459.76,4,10,Control,1,10-20 years,61-80 years,0 - 200k
2354414,7,38.5,U,3,767141.4700000001,4,10,Test,1,0-10 years,21-40 years,"600,001 - 800k"
6650238,8,22.5,U,2,60342.74,2,8,Control,1,0-10 years,21-40 years,0 - 200k
4666567,11,61.5,M,2,260794.59000000003,10,16,Control,1,10-20 years,61-80 years,"200,001 - 400k"
2603643,11,53.0,M,2,181557.42,8,14,Control,1,10-20 years,41-60 years,0 - 200k
3697484,13,59.5,F,3,97109.77,4,10,Control,1,10-20 years,41-60 years,0 - 200k
725177,4,62.0,U,2,31182.57,4,10,Control,1,0-10 years,61-80 years,0 - 200k
9577456,8,27.0,M,3,28511.74,10,16,Control,1,0-10 years,21-40 years,0 - 200k
9000891,15,52.5,M,2,126235.59,4,10,Control,1,10-20 years,41-60 years,0 - 200k
2148471,6,63.5,U,2,558648.1000000001,2,8,Test,1,0-10 years,61-80 years,"400,001 - 600k"
8185916,7,50.0,U,2,56374.33,12,18,Control,1,0-10 years,41-60 years,0 - 200k
322007,6,35.0,U,2,40650.28,0,6,Test,1,0-10 years,21-40 years,0 - 200k
5962714,13,46.5,F,2,27755.1,2,8,Test,1,10-20 years,41-60 years,0 - 200k
7200028,15,69.5,F,2,118284.52,10,16,Control,1,10-20 years,61-80 years,0 - 200k
4409752,15,31.0,U,2,88947.04000000001,8,14,Test,1,10-20 years,21-40 years,0 - 200k
6451523,6,23.5,U,4,67306.65,12,18,Test,1,0-10 years,21-40 years,0 - 200k
562776,15,47.0,F,2,101010.84,6,12,Test,1,10-20 years,41-60 years,0 - 200k
4377273,5,31.5,U,2,27120.589999999997,6,12,Test,1,0-10 years,21-40 years,0 - 200k
4862930,6,45.0,U,2,29277.43,0,6,Control,1,0-10 years,41-60 years,0 - 200k
5437375,7,53.5,U,2,417026.47,12,18,Test,1,0-10 years,41-60 years,"400,001 - 600k"
3488391,33,59.0,F,2,73636.25,0,6,Test,1,30-40 years,41-60 years,0 - 200k
55951,5,47.0,U,2,29768.49,4,10,Test,1,0-10 years,41-60 years,0 - 200k
8801026,14,31.5,F,2,31495.82,4,10,Test,1,10-20 years,21-40 years,0 - 200k
3445099,7,63.5,U,3,505179.44,6,12,Test,1,0-10 years,61-80 years,"400,001 - 600k"
3087509,5,38.5,M,3,35132.33,4,10,Test,1,0-10 years,21-40 years,0 - 200k
9475111,12,56.5,F,2,552573.9,0,6,Control,1,10-20 years,41-60 years,"400,001 - 600k"
9098597,12,29.0,F,3,75678.47,2,8,Test,1,10-20 years,21-40 years,0 - 200k
2234759,14,46.0,M,2,329210.92,2,8,Test,1,10-20 years,41-60 years,"200,001 - 400k"
2196511,10,72.5,M,3,1023474.49,4,10,Test,1,10-20 years,61-80 years,"800,001+"
9976784,8,31.5,U,3,38334.98,12,18,Control,1,0-10 years,21-40 years,0 - 200k
626185,32,57.5,F,3,163823.15999999997,12,18,Test,1,30-40 years,41-60 years,0 - 200k
9693009,5,51.5,U,2,40193.53999999999,4,10,Control,1,0-10 years,41-60 years,0 - 200k
4871038,15,60.0,U,2,435158.83,8,14,Test,1,10-20 years,61-80 years,"400,001 - 600k"
7023188,13,35.5,F,3,133300.72,0,6,Test,1,10-20 years,21-40 years,0 - 200k
4989120,26,50.0,F,3,88760.28,6,12,Control,1,20-30 years,41-60 years,0 - 200k
3915713,12,36.0,M,2,27377.019999999997,6,14,Control,1,10-20 years,21-40 years,0 - 200k
253639,22,31.5,M,2,52485.67999999999,0,6,Test,1,20-30 years,21-40 years,0 - 200k
7248701,6,70.5,U,2,101367.03,2,8,Test,1,0-10 years,61-80 years,0 - 200k
4201118,11,48.5,F,2,112044.54,4,10,Control,1,10-20 years,41-60 years,0 - 200k
1209381,6,31.0,U,2,28075.58,0,6,Control,1,0-10 years,21-40 years,0 - 200k
5892346,5,38.0,U,2,25081.96,4,10,Control,1,0-10 years,21-40 years,0 - 200k
7363252,9,26.5,M,3,310278.29,12,18,Test,1,0-10 years,21-40 years,"200,001 - 400k"
1138609,9,62.5,M,2,43493.22,0,6,Control,1,0-10 years,61-80 years,0 - 200k
6649939,21,52.0,M,2,82465.14,8,14,Control,1,20-30 years,41-60 years,0 - 200k
4043123,21,57.0,F,2,32617.799999999996,12,18,Control,1,20-30 years,41-60 years,0 - 200k
8917762,21,47.0,F,4,165548.33000000002,12,18,Control,1,20-30 years,41-60 years,0 - 200k
8514966,28,55.5,M,2,372588.35,12,18,Test,1,20-30 years,41-60 years,"200,001 - 400k"
883011,19,39.5,F,2,275251.9,12,18,Test,1,10-20 years,21-40 years,"200,001 - 400k"
1045632,18,79.5,M,2,126769.83,12,18,Control,1,10-20 years,61-80 years,0 - 200k
5514104,17,39.0,F,2,164107.2,2,8,Control,1,10-20 years,21-40 years,0 - 200k
3073291,31,69.0,F,2,311111.35,0,6,Test,1,30-40 years,61-80 years,"200,001 - 400k"
2537522,13,29.0,M,2,32025.08,0,6,Control,1,10-20 years,21-40 years,0 - 200k
2035958,7,55.5,U,2,35693.479999999996,2,8,Test,1,0-10 years,41-60 years,0 - 200k
7779650,15,31.5,M,2,38770.32,2,8,Test,1,10-20 years,21-40 years,0 - 200k
3846557,4,25.5,U,2,29565.539999999997,4,10,Control,1,0-10 years,21-40 years,0 - 200k
5276754,6,62.5,U,3,85834.20999999999,8,14,Control,1,0-10 years,61-80 years,0 - 200k
8251431,12,44.5,M,3,432834.59,4,12,Test,1,10-20 years,41-60 years,"400,001 - 600k"
7897463,6,22.5,U,2,47863.95,8,14,Control,1,0-10 years,21-40 years,0 - 200k
3425925,8,62.5,U,3,65578.53,12,18,Control,1,0-10 years,61-80 years,0 - 200k
3424355,5,27.5,U,2,52185.17,6,12,Test,1,0-10 years,21-40 years,0 - 200k
4891147,5,62.5,F,3,145758.91,6,16,Test,1,0-10 years,61-80 years,0 - 200k
3265232,11,59.5,M,2,518188.64,12,18,Test,1,10-20 years,41-60 years,"400,001 - 600k"
1060628,6,28.5,U,2,31503.33,8,14,Control,1,0-10 years,21-40 years,0 - 200k
9165759,4,31.0,U,3,55159.38,12,18,Test,1,0-10 years,21-40 years,0 - 200k
9986106,13,35.0,F,2,44905.399999999994,2,8,Test,1,10-20 years,21-40 years,0 - 200k
6394241,6,29.0,U,2,47723.509999999995,6,12,Test,1,0-10 years,21-40 years,0 - 200k
6072522,8,67.5,U,2,371491.66,12,18,Control,1,0-10 years,61-80 years,"200,001 - 400k"
5082856,6,29.5,U,2,35262.509999999995,6,12,Test,1,0-10 years,21-40 years,0 - 200k
7470775,6,68.5,M,2,269318.57,12,18,Control,1,0-10 years,61-80 years,"200,001 - 400k"
4611282,10,42.0,F,2,40319.61,6,12,Test,1,10-20 years,41-60 years,0 - 200k
8052061,5,49.5,U,2,29389.109999999997,0,6,Test,1,0-10 years,41-60 years,0 - 200k
5900557,5,59.0,F,2,27734.17,2,8,Control,1,0-10 years,41-60 years,0 - 200k
9188174,15,31.5,F,2,149570.26,12,18,Test,1,10-20 years,21-40 years,0 - 200k
6968092,13,48.0,M,2,533243.96,6,12,Control,1,10-20 years,41-60 years,"400,001 - 600k"
6359549,25,55.5,M,2,364215.05,2,10,Control,1,20-30 years,41-60 years,"200,001 - 400k"
3276832,15,70.0,F,2,156488.94,12,18,Control,1,10-20 years,61-80 years,0 - 200k
2270432,17,63.0,M,2,622412.12,4,10,Test,1,10-20 years,61-80 years,"600,001 - 800k"
6961727,12,45.0,F,2,130574.95,4,10,Control,1,10-20 years,41-60 years,0 - 200k
1663848,10,48.0,M,3,232754.14,4,10,Test,1,10-20 years,41-60 years,"200,001 - 400k"
6167643,7,67.0,U,2,557926.5800000001,0,8,Test,1,0-10 years,61-80 years,"400,001 - 600k"
2665992,15,28.0,F,2,39068.75,12,18,Control,1,10-20 years,21-40 years,0 - 200k
8369849,9,43.5,M,3,1140613.5799999998,12,18,Test,1,0-10 years,41-60 years,"800,001+"
419848,9,52.5,M,3,232569.08,8,14,Test,1,0-10 years,41-60 years,"200,001 - 400k"
5276671,7,39.0,U,2,73665.88,10,16,Control,1,0-10 years,21-40 years,0 - 200k
2902157,6,68.0,U,2,32068.43,10,16,Test,1,0-10 years,61-80 years,0 - 200k
5974490,6,43.5,M,2,44114.66,0,6,Test,1,0-10 years,41-60 years,0 - 200k
6233518,5,65.5,F,2,202651.33,10,16,Test,1,0-10 years,61-80 years,"200,001 - 400k"
6585215,16,34.0,M,2,212054.04,8,14,Control,1,10-20 years,21-40 years,"200,001 - 400k"
4986675,10,60.5,F,2,87106.1,8,14,Test,1,10-20 years,61-80 years,0 - 200k
1572093,12,33.0,M,2,88755.69,10,16,Control,1,10-20 years,21-40 years,0 - 200k
8816018,12,47.0,M,2,30645.85,0,6,Control,1,10-20 years,41-60 years,0 - 200k
7074517,11,34.5,F,3,47896.17999999999,2,8,Control,1,10-20 years,21-40 years,0 - 200k
3464845,7,28.0,F,2,35957.85,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1640477,6,33.0,U,3,35076.09,0,6,Test,1,0-10 years,21-40 years,0 - 200k
9978868,24,49.5,F,2,359457.27999999997,12,18,Test,1,20-30 years,41-60 years,"200,001 - 400k"
3192339,23,64.5,F,2,34138.38,0,6,Test,1,20-30 years,61-80 years,0 - 200k
8153325,23,48.5,M,2,118419.9,12,18,Control,1,20-30 years,41-60 years,0 - 200k
7760745,23,46.5,F,2,53136.81,6,12,Control,1,20-30 years,41-60 years,0 - 200k
4969148,21,68.5,M,4,334116.38,8,14,Test,1,20-30 years,61-80 years,"200,001 - 400k"
5786791,21,45.5,M,2,34684.03,0,6,Control,1,20-30 years,41-60 years,0 - 200k
4941260,20,54.0,M,2,158528.22999999998,12,18,Test,1,20-30 years,41-60 years,0 - 200k
2847433,21,62.0,F,2,110287.48,2,8,Control,1,20-30 years,61-80 years,0 - 200k
7419178,19,69.5,F,4,527313.74,6,12,Control,1,10-20 years,61-80 years,"400,001 - 600k"
7559009,24,60.5,M,2,217775.86,0,6,Test,1,20-30 years,61-80 years,"200,001 - 400k"
3395797,15,58.0,F,2,27124.53,0,6,Control,1,10-20 years,41-60 years,0 - 200k
1081195,5,62.0,U,2,392808.41,12,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
9097576,5,90.0,U,2,56995.29,4,10,Control,1,0-10 years,80+ years,0 - 200k
4847732,5,22.0,U,2,47983.99,12,18,Control,1,0-10 years,21-40 years,0 - 200k
8050505,7,26.5,U,2,74547.76,12,18,Control,1,0-10 years,21-40 years,0 - 200k
2925307,12,53.0,M,2,121887.55,0,6,Control,1,10-20 years,41-60 years,0 - 200k
1526478,15,71.0,M,3,336840.95999999996,0,6,Control,1,10-20 years,61-80 years,"200,001 - 400k"
3101605,11,24.5,M,2,36018.149999999994,10,16,Test,1,10-20 years,21-40 years,0 - 200k
4629788,12,68.0,F,2,36286.02,2,8,Test,1,10-20 years,61-80 years,0 - 200k
269520,14,56.5,M,2,90132.48,8,14,Control,1,10-20 years,41-60 years,0 - 200k
5714912,4,66.0,F,2,111659.67,10,16,Test,1,0-10 years,61-80 years,0 - 200k
490151,14,50.5,F,2,37126.02,0,6,Test,1,10-20 years,41-60 years,0 - 200k
3109616,6,46.0,U,4,90759.22,6,12,Test,1,0-10 years,41-60 years,0 - 200k
4877798,15,51.0,F,2,69502.04000000001,10,16,Control,1,10-20 years,41-60 years,0 - 200k
8132819,8,33.0,M,2,24118.199999999997,12,18,Test,1,0-10 years,21-40 years,0 - 200k
2338427,5,48.5,U,2,34707.94,4,10,Control,1,0-10 years,41-60 years,0 - 200k
8637095,15,30.5,M,2,43100.53999999999,6,12,Test,1,10-20 years,21-40 years,0 - 200k
4901308,7,22.0,U,3,233481.56,12,18,Control,1,0-10 years,21-40 years,"200,001 - 400k"
1313545,19,71.5,M,2,682495.26,12,18,Test,1,10-20 years,61-80 years,"600,001 - 800k"
9667893,8,44.0,M,2,27165.03,0,6,Test,1,0-10 years,41-60 years,0 - 200k
8259142,14,52.0,M,4,372435.35,6,12,Control,1,10-20 years,41-60 years,"200,001 - 400k"
8608150,10,55.5,M,2,101880.51,8,14,Test,1,10-20 years,41-60 years,0 - 200k
6811955,7,31.0,U,2,27540.98,8,14,Control,1,0-10 years,21-40 years,0 - 200k
5256980,14,46.5,M,2,360983.59,6,12,Control,1,10-20 years,41-60 years,"200,001 - 400k"
7820430,6,28.5,U,3,177050.96999999997,4,10,Control,1,0-10 years,21-40 years,0 - 200k
2331634,10,51.0,F,2,59454.3,0,6,Test,1,10-20 years,41-60 years,0 - 200k
8348121,38,68.0,M,3,602084.89,12,18,Control,1,30-40 years,61-80 years,"600,001 - 800k"
3809335,15,34.5,M,2,170964.2,6,12,Control,1,10-20 years,21-40 years,0 - 200k
658173,12,55.0,F,2,214691.56,2,10,Control,1,10-20 years,41-60 years,"200,001 - 400k"
4121001,21,28.0,U,3,46363.96,2,8,Test,1,20-30 years,21-40 years,0 - 200k
3096217,21,39.5,M,2,44123.97,8,14,Test,1,20-30 years,21-40 years,0 - 200k
88759,23,73.5,M,2,75154.45,4,10,Control,1,20-30 years,61-80 years,0 - 200k
2738595,18,48.5,F,2,48210.69,2,8,Control,1,10-20 years,41-60 years,0 - 200k
5782980,7,50.0,U,2,65975.56,2,8,Test,1,0-10 years,41-60 years,0 - 200k
523822,10,52.5,F,2,46404.41,2,8,Test,1,10-20 years,41-60 years,0 - 200k
5117624,6,41.0,U,2,113897.09,4,10,Control,1,0-10 years,41-60 years,0 - 200k
7140512,5,46.5,U,2,498375.17,12,18,Test,1,0-10 years,41-60 years,"400,001 - 600k"
9428509,12,32.5,M,2,224469.33,6,12,Control,1,10-20 years,21-40 years,"200,001 - 400k"
7905811,6,34.5,U,3,81556.62,4,10,Control,1,0-10 years,21-40 years,0 - 200k
7735861,4,27.5,U,2,112734.41,12,18,Test,1,0-10 years,21-40 years,0 - 200k
2624491,11,34.0,F,3,117143.25,12,18,Test,1,10-20 years,21-40 years,0 - 200k
4410902,6,38.0,U,2,27754.199999999997,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8836260,8,26.5,M,2,42079.91,12,18,Test,1,0-10 years,21-40 years,0 - 200k
730137,7,28.0,U,2,25648.949999999997,0,6,Control,1,0-10 years,21-40 years,0 - 200k
2411927,9,63.0,M,3,195216.59000000003,10,16,Test,1,0-10 years,61-80 years,0 - 200k
751168,12,44.0,F,2,27899.73,2,8,Control,1,10-20 years,41-60 years,0 - 200k
6851822,5,34.5,M,2,80690.53,12,18,Test,1,0-10 years,21-40 years,0 - 200k
8995664,7,48.5,U,2,193312.61,2,8,Test,1,0-10 years,41-60 years,0 - 200k
8214867,9,63.5,M,2,49951.82,4,10,Control,1,0-10 years,61-80 years,0 - 200k
8259685,7,25.5,U,2,58939.64,6,12,Test,1,0-10 years,21-40 years,0 - 200k
3918775,22,66.5,M,4,459510.9,8,14,Test,1,20-30 years,61-80 years,"400,001 - 600k"
7997826,8,45.5,U,2,197962.96,2,8,Control,1,0-10 years,41-60 years,0 - 200k
8256948,11,39.0,F,2,156303.12,8,14,Test,1,10-20 years,21-40 years,0 - 200k
690186,5,30.0,U,2,25117.789999999997,0,6,Test,1,0-10 years,21-40 years,0 - 200k
7882579,15,64.0,F,2,349972.62,12,18,Test,1,10-20 years,61-80 years,"200,001 - 400k"
3730384,16,34.0,F,2,123883.89,12,18,Test,1,10-20 years,21-40 years,0 - 200k
8314259,16,60.5,M,2,83045.43,12,18,Test,1,10-20 years,61-80 years,0 - 200k
7942178,5,52.0,F,2,60737.21,8,16,Test,1,0-10 years,41-60 years,0 - 200k
4992489,9,67.5,M,2,32911.74,12,18,Control,1,0-10 years,61-80 years,0 - 200k
2694857,10,49.0,F,2,45963.13,12,18,Control,1,10-20 years,41-60 years,0 - 200k
6621196,4,21.0,U,3,57415.49,4,10,Test,1,0-10 years,21-40 years,0 - 200k
328050,27,22.5,M,2,34129.97,6,12,Control,1,20-30 years,21-40 years,0 - 200k
3382714,9,78.5,M,3,40920.86,10,16,Control,1,0-10 years,61-80 years,0 - 200k
8565968,3,61.5,M,2,122973.34,8,14,Control,1,0-10 years,61-80 years,0 - 200k
2251561,14,24.5,M,2,29229.15,6,12,Control,1,10-20 years,21-40 years,0 - 200k
8376983,8,25.5,U,2,71234.83,12,18,Control,1,0-10 years,21-40 years,0 - 200k
8112082,7,36.5,U,2,73479.6,12,18,Test,1,0-10 years,21-40 years,0 - 200k
8895000,15,49.0,F,2,129778.15,8,14,Test,1,10-20 years,41-60 years,0 - 200k
2440014,5,44.0,U,2,40171.14,12,18,Control,1,0-10 years,41-60 years,0 - 200k
5423091,12,50.0,F,2,62784.68,2,10,Test,1,10-20 years,41-60 years,0 - 200k
857272,12,57.0,F,2,74026.85,2,10,Control,1,10-20 years,41-60 years,0 - 200k
1617138,21,64.0,M,3,1182584.98,10,16,Control,1,20-30 years,61-80 years,"800,001+"
6047643,22,63.5,F,2,301487.02999999997,4,10,Test,1,20-30 years,61-80 years,"200,001 - 400k"
9797297,7,63.0,U,2,34437.57,4,10,Control,1,0-10 years,61-80 years,0 - 200k
4554556,5,32.5,U,2,27762.89,6,12,Test,1,0-10 years,21-40 years,0 - 200k
9441097,14,67.0,M,2,226718.54,12,18,Control,1,10-20 years,61-80 years,"200,001 - 400k"
3780775,14,66.0,F,2,34484.21,4,10,Test,1,10-20 years,61-80 years,0 - 200k
6713112,4,32.5,U,2,138737.06,2,8,Test,1,0-10 years,21-40 years,0 - 200k
3671028,6,75.0,U,2,134217.84999999998,12,18,Test,1,0-10 years,61-80 years,0 - 200k
9974154,16,71.5,F,2,1057631.16,8,14,Test,1,10-20 years,61-80 years,"800,001+"
2792305,13,37.0,F,2,120964.45,2,8,Test,1,10-20 years,21-40 years,0 - 200k
6941562,15,52.0,F,2,93009.78,4,10,Control,1,10-20 years,41-60 years,0 - 200k
8694482,12,26.5,F,3,36972.44,8,14,Control,1,10-20 years,21-40 years,0 - 200k
4027294,12,30.5,F,3,45230.23,4,10,Test,1,10-20 years,21-40 years,0 - 200k
2370158,16,35.5,M,2,195192.98,8,16,Test,1,10-20 years,21-40 years,0 - 200k
3706368,7,36.5,U,2,36046.03,12,18,Test,1,0-10 years,21-40 years,0 - 200k
5687200,11,65.0,M,2,33242.47,6,12,Control,1,10-20 years,61-80 years,0 - 200k
9404972,10,27.5,M,3,32074.24,2,8,Test,1,10-20 years,21-40 years,0 - 200k
1972962,12,28.5,M,2,57443.21,8,14,Test,1,10-20 years,21-40 years,0 - 200k
2477796,6,48.5,U,2,27035.74,0,6,Test,1,0-10 years,41-60 years,0 - 200k
4715889,20,66.0,F,2,30083.23,0,6,Test,1,20-30 years,61-80 years,0 - 200k
6324966,9,58.0,M,2,203494.15999999997,6,12,Control,1,0-10 years,41-60 years,"200,001 - 400k"
6150349,9,38.5,M,2,37638.509999999995,2,8,Control,1,0-10 years,21-40 years,0 - 200k
4378428,14,53.5,M,2,777035.2100000001,6,12,Control,1,10-20 years,41-60 years,"600,001 - 800k"
9765988,13,62.0,M,2,55993.19,0,6,Test,1,10-20 years,61-80 years,0 - 200k
9089668,5,25.5,U,2,30907.31,8,14,Test,1,0-10 years,21-40 years,0 - 200k
7123558,14,30.0,M,2,39198.24,6,12,Test,1,10-20 years,21-40 years,0 - 200k
6581133,6,50.0,U,2,25928.32,2,8,Control,1,0-10 years,41-60 years,0 - 200k
171492,15,73.5,M,2,180002.58000000002,12,18,Test,1,10-20 years,61-80 years,0 - 200k
8037746,5,32.0,U,3,49632.52,4,10,Control,1,0-10 years,21-40 years,0 - 200k
6643288,7,50.0,U,2,43786.53999999999,6,12,Test,1,0-10 years,41-60 years,0 - 200k
1091911,6,60.5,U,2,42323.52,0,6,Test,1,0-10 years,61-80 years,0 - 200k
4945234,16,35.0,F,2,56162.77,6,12,Test,1,10-20 years,21-40 years,0 - 200k
9968024,7,65.5,U,2,1296096.0699999998,8,14,Control,1,0-10 years,61-80 years,"800,001+"
8604039,11,43.5,M,2,119700.45,0,6,Control,1,10-20 years,41-60 years,0 - 200k
1991963,16,47.0,M,2,97218.65,4,10,Control,1,10-20 years,41-60 years,0 - 200k
9541086,6,57.5,M,2,426146.57,6,12,Control,1,0-10 years,41-60 years,"400,001 - 600k"
2907218,16,35.5,M,2,59192.619999999995,2,8,Control,1,10-20 years,21-40 years,0 - 200k
8480645,15,53.0,F,2,737092.2200000001,12,18,Test,1,10-20 years,41-60 years,"600,001 - 800k"
7022650,14,58.0,F,2,52643.25,2,8,Test,1,10-20 years,41-60 years,0 - 200k
9375060,9,64.0,F,2,28504.87,12,18,Test,1,0-10 years,61-80 years,0 - 200k
3852160,8,36.0,U,2,59253.58,0,6,Control,1,0-10 years,21-40 years,0 - 200k
5903999,8,53.0,F,2,133475.28,2,8,Control,1,0-10 years,41-60 years,0 - 200k
2521514,27,70.5,F,2,835613.15,8,14,Test,1,20-30 years,61-80 years,"800,001+"
4867026,22,45.0,M,3,136802.45,12,18,Control,1,20-30 years,41-60 years,0 - 200k
1498073,21,53.5,U,2,36448.04,0,6,Test,1,20-30 years,41-60 years,0 - 200k
124614,21,50.5,M,4,362860.53,8,14,Test,1,20-30 years,41-60 years,"200,001 - 400k"
8665118,21,24.0,M,2,78025.04999999999,12,18,Test,1,20-30 years,21-40 years,0 - 200k
4399094,21,57.0,M,2,38146.25,6,12,Test,1,20-30 years,41-60 years,0 - 200k
9209353,20,37.0,F,3,43291.36,8,14,Control,1,20-30 years,21-40 years,0 - 200k
752058,18,43.0,F,2,408673.94,2,8,Control,1,10-20 years,41-60 years,"400,001 - 600k"
6094349,18,67.0,M,3,183771.3,8,14,Test,1,10-20 years,61-80 years,0 - 200k
4960901,20,41.0,F,3,165808.13,4,10,Control,1,20-30 years,41-60 years,0 - 200k
3143882,6,22.0,U,2,33115.759999999995,2,8,Control,1,0-10 years,21-40 years,0 - 200k
7889329,5,24.5,U,2,27879.07,6,12,Control,1,0-10 years,21-40 years,0 - 200k
8638788,6,27.0,U,2,28253.539999999997,4,10,Test,1,0-10 years,21-40 years,0 - 200k
2863255,8,33.0,U,2,75523.7,6,12,Control,1,0-10 years,21-40 years,0 - 200k
5782642,26,60.0,F,2,61554.66,0,6,Control,1,20-30 years,61-80 years,0 - 200k
5728049,15,44.0,M,2,54332.55,12,18,Test,1,10-20 years,41-60 years,0 - 200k
7499381,7,24.5,U,2,41394.35,8,14,Control,1,0-10 years,21-40 years,0 - 200k
7381384,25,61.5,F,3,38093.21,2,8,Test,1,20-30 years,61-80 years,0 - 200k
8663827,12,73.5,M,2,232451.95,4,12,Test,1,10-20 years,61-80 years,"200,001 - 400k"
7688646,7,39.5,U,2,77560.78,10,16,Control,1,0-10 years,21-40 years,0 - 200k
9631463,5,25.5,U,3,69770.48,12,18,Control,1,0-10 years,21-40 years,0 - 200k
4056834,12,40.0,F,2,23892.94,12,18,Test,1,10-20 years,41-60 years,0 - 200k
8712,9,38.0,U,2,84995.78,2,8,Test,1,0-10 years,21-40 years,0 - 200k
7145113,7,52.0,U,2,79452.43,10,16,Test,1,0-10 years,41-60 years,0 - 200k
8485725,29,88.0,M,2,407299.49,12,18,Control,1,20-30 years,80+ years,"400,001 - 600k"
